Neighbourhood,Venue,Venue Latitude,Venue Longitude,Venue Category
Blankenfelde,Botanischer Volkspark Pankow,52.605732036233135,13.395380973815918,Botanical Garden
Blankenfelde,Café mint*,52.60394417183976,13.39722712219637,Café
Blankenfelde,Café Traktorista,52.617838,13.392783,Café
Blankenfelde,Steckenpferd Blankenfelde,52.619083343767436,13.39372104546006,Café
Blankenfelde,Wintec Autoglas - Detlef Lindner,52.6195945,13.3949784,Automotive Shop
Blankenfelde,Blankenfelder Hofladen,52.61913254005237,13.392484188079834,Farmers Market
Helmholtzplatz,Goldhahn & Sampson,52.54219963187534,13.420430615306818,Gourmet Shop
Helmholtzplatz,Kajumi,52.544094,13.421894,Coffee Shop
Helmholtzplatz,Salt n Bone,52.54404686487403,13.42010231458886,Gastropub
Helmholtzplatz,Victoria met Albert,52.54275011124199,13.420867785230792,Boutique
Helmholtzplatz,häppies,52.541465603578764,13.419871504217673,Dumpling Restaurant
Helmholtzplatz,Pakolat,52.54381372971663,13.416153352998345,Coffee Shop
Helmholtzplatz,Bekarei,52.54435463910769,13.422632217407227,Bakery
Helmholtzplatz,Wohnzimmer,52.543396390064636,13.419287620066626,Café
Helmholtzplatz,Ushido,52.54230345760376,13.416069667398542,Japanese Restaurant
Helmholtzplatz,Sophak Thai Massage,52.543561918676424,13.41491217809899,Massage Studio
Helmholtzplatz,Zia Maria,52.54595611949305,13.41762881944121,Pizza Place
Helmholtzplatz,Hum vegan cuisine,52.54365117699298,13.41649562512907,Vietnamese Restaurant
Helmholtzplatz,Fräulein Dickes,52.545261669938675,13.421142883356502,Café
Helmholtzplatz,Hokey Pokey,52.54676547402726,13.417608402042815,Ice Cream Shop
Helmholtzplatz,Helmholtzplatz,52.54308556459545,13.418769836425781,Plaza
Helmholtzplatz,Pastificio Tosatti,52.5435,13.419621,Italian Restaurant
Helmholtzplatz,BRÄUGIER BrewPub,52.54215282039202,13.423850798790227,Beer Bar
Helmholtzplatz,Signore Batistin,52.546101,13.418705,Deli / Bodega
Helmholtzplatz,La Käserie,52.541523533430656,13.415084461337107,Cheese Shop
Helmholtzplatz,höschen,52.542260157110334,13.420776128768921,Bar
Helmholtzplatz,Supalife Kiosk,52.54383307038778,13.416111208205077,Art Gallery
Helmholtzplatz,Sasaya,52.544309738166525,13.418225103137415,Japanese Restaurant
Helmholtzplatz,kalaa yoga,52.54453418887381,13.417488524190679,Yoga Studio
Helmholtzplatz,Café Liebling,52.54209866252614,13.420647382736206,Café
Helmholtzplatz,Suzette,52.543356818522035,13.414827973512976,Creperie
Helmholtzplatz,Maria Bonita,52.540366,13.418131,Mexican Restaurant
Helmholtzplatz,Bierlinie,52.54088497927016,13.416760615897996,Beer Store
Helmholtzplatz,Hedwig,52.5430234228502,13.417964662903191,Ice Cream Shop
Helmholtzplatz,BUCHBOX!,52.54330665081859,13.419347069075506,Bookstore
Helmholtzplatz,Misirlou Bar,52.54240865670678,13.420687500355816,Bar
Helmholtzplatz,Kokio,52.539875,13.41632,Korean Restaurant
Helmholtzplatz,Lorch & Söhne,52.54037670566916,13.417087259925681,Café
Helmholtzplatz,BadFish,52.54668740995205,13.417764298661544,Bar
Helmholtzplatz,Anh Dao,52.540176,13.419122,Vietnamese Restaurant
Helmholtzplatz,Friedl Rösterei & Kekse,52.546363202401665,13.418019888019916,Bakery
Helmholtzplatz,Lecker Song,52.544249,13.42011,Dim Sum Restaurant
Helmholtzplatz,Kutzner & Kutzner,52.546255,13.41345,Organic Grocery
Helmholtzplatz,8greenbottles natural wine shop + tasting room,52.54011010980828,13.421977758407593,Food & Drink Shop
Helmholtzplatz,Fischfabrik,52.539986940532955,13.41709895968961,Seafood Restaurant
Helmholtzplatz,NO WÓDKA,52.542643,13.414197,Clothing Store
Helmholtzplatz,SPRO Scones Bakery & Coffee,52.542423,13.412743,Bakery
Helmholtzplatz,Pizza Nostra,52.540985,13.414694,Pizza Place
Helmholtzplatz,Ratzekatz Spielzeugland,52.54310987021834,13.4177579573999,Toy / Game Store
Helmholtzplatz,Dr. Maury,52.54564651274943,13.41328740119934,Wine Bar
Helmholtzplatz,1001 Falafel,52.546882066477124,13.4173126972072,Falafel Restaurant
Helmholtzplatz,Zweistrom,52.5393128298324,13.421396575082154,Falafel Restaurant
Helmholtzplatz,Zum Starken August,52.54370868802825,13.412740230560303,Bar
Helmholtzplatz,Bricole - Bar Hors d'œuvre,52.540971446408086,13.422471284866333,French Restaurant
Helmholtzplatz,Ausland,52.54486043741404,13.419425280749445,Music Venue
Helmholtzplatz,Spielplatz Helmholtzplatz,52.54311396378938,13.418469696449945,Playground
Helmholtzplatz,"CAFÉ gestern, heute & morgen",52.546792,13.412589,Café
Helmholtzplatz,Kanaan,52.543599,13.419848,Mediterranean Restaurant
Helmholtzplatz,Falafel Aladdin,52.543959892355346,13.42430591583252,Falafel Restaurant
Helmholtzplatz,Mamay,52.54557148072443,13.413206934928894,Vietnamese Restaurant
Helmholtzplatz,Takumi NINE,52.54382,13.415724,Ramen Restaurant
Helmholtzplatz,Mon Plaisir,52.54245936958345,13.413827720964667,Pastry Shop
Helmholtzplatz,Cookies & Co.,52.540323,13.422044,Café
Helmholtzplatz,Zeit für Brot,52.54115904393887,13.411777183842078,Bakery
Helmholtzplatz,Taktiek,52.541566,13.42107,Middle Eastern Restaurant
Helmholtzplatz,OAK & ICE,52.54286062146601,13.412397943671383,Ice Cream Shop
Helmholtzplatz,Burgermeister,52.540663,13.412514,Burger Joint
Helmholtzplatz,Kaffee.Bar,52.54462786807113,13.422829466378403,Café
Helmholtzplatz,Caravaggi,52.542869,13.420122,Italian Restaurant
Helmholtzplatz,La Kritzeria,52.54191870395446,13.42452689933416,Candy Store
Helmholtzplatz,Konditorei Krautzig,52.546301261612605,13.413970413342586,Bakery
Helmholtzplatz,Five Elephant,52.539194,13.421335,Coffee Shop
Helmholtzplatz,Museum in der Kulturbrauerei,52.54024691416204,13.413872059432169,History Museum
Helmholtzplatz,Monterey Bar,52.53963049460394,13.422444462776184,Beer Bar
Helmholtzplatz,Nothaft,52.540269136969584,13.412257663002183,Café
Helmholtzplatz,Haferkater,52.541151282054216,13.411323991030672,Breakfast Spot
Helmholtzplatz,Berlin on Bike,52.53980914191299,13.413384233903482,Bike Rental / Bike Share
Helmholtzplatz,Herr Nilsson GODIS,52.545074437241325,13.421586032314885,Candy Store
Helmholtzplatz,Rüyam Gemüse Kebap,52.540562992251395,13.412208178078075,Doner Restaurant
Helmholtzplatz,Goldschmied Schmuck Schmiede,52.54172420112961,13.422179776562032,Jewelry Store
Helmholtzplatz,Zweistromland,52.54029281898408,13.415819406509398,Falafel Restaurant
Helmholtzplatz,Walid Speisemeisterei,52.547723,13.42335,German Restaurant
Helmholtzplatz,Der Fischladen,52.54599,13.41256,Seafood Restaurant
Helmholtzplatz,Mo's Coffee,52.543444432574134,13.425362706184387,Café
Helmholtzplatz,Al Hamra,52.54178686339695,13.42126218085173,Middle Eastern Restaurant
Helmholtzplatz,Zeiss-Großplanetarium,52.542954,13.428055,Planetarium
Helmholtzplatz,Trattoria Zoe,52.541842,13.423225,Trattoria/Osteria
Helmholtzplatz,Les Valseuses,52.54127330169977,13.410824596357996,French Restaurant
Helmholtzplatz,Spielplatz am Humannplatz,52.54904272576531,13.421953896660204,Playground
Helmholtzplatz,Zaika,52.548138,13.422789,Indian Restaurant
Helmholtzplatz,Backstube SowohlAlsAuch,52.538119835602814,13.420464992523192,Bakery
Helmholtzplatz,Brettspielgeschäft Berlin,52.54127486777599,13.41106116771698,Hobby Shop
Helmholtzplatz,Doors,52.539912375406814,13.414565044680781,Bar
Helmholtzplatz,Delizie D'Italia,52.53915611505613,13.421155682207546,Italian Restaurant
Helmholtzplatz,Birra - Italian Craft Beer,52.53862401663207,13.423833782819282,Beer Bar
Helmholtzplatz,Message In A Bottle,52.538529,13.415299,Beer Bar
Helmholtzplatz,CORE,52.542338716980254,13.413706150465487,Korean Restaurant
Helmholtzplatz,Mallafemmena Prenzlauer Berg,52.540633,13.415551,Pizza Place
Helmholtzplatz,denn’s Biomarkt,52.53899327070821,13.425192803024242,Organic Grocery
Helmholtzplatz,Brammibal's Donuts,52.539404504281194,13.42298043479712,Donut Shop
Helmholtzplatz,Café Flo,52.541317,13.410591,Café
Helmholtzplatz,Asteria,52.5415876638317,13.41202236442795,Greek Restaurant
Helmholtzplatz,K'UPS Gemüsekebap,52.53999731196545,13.411222019202992,Doner Restaurant
Helmholtzplatz,LadyCompany,52.538968778369835,13.4130805112607,Gym / Fitness Center
Helmholtzplatz,Uslar & Rai,52.540199058177905,13.412277452928466,Bookstore
Helmholtzplatz,Holy Flat,52.540983,13.410994,Vegetarian / Vegan Restaurant
Wiesbadener Straße,Rüdesheimer Platz,52.47315435847986,13.315327852934189,Park
Wiesbadener Straße,Pastis,52.47248347894102,13.31447785184562,French Restaurant
Wiesbadener Straße,Lotte am Platz,52.473191999250005,13.316996424945875,Café
Wiesbadener Straße,La Vucciria,52.473234651065404,13.314112640316582,Italian Restaurant
Wiesbadener Straße,Rheingauer Weinbrunnen,52.473154,13.314758,Wine Bar
Wiesbadener Straße,Pizza & Pasta,52.472552,13.314599,Italian Restaurant
Wiesbadener Straße,Lucas-Tierwelt.de,52.478808923788954,13.308287298915925,Pet Store
Wiesbadener Straße,EDEKA,52.4734862,13.3022803,Supermarket
Wiesbadener Straße,Wild Caffè,52.473186658330164,13.321569279236925,Café
Wiesbadener Straße,Foersters Feine Biere,52.466740520071596,13.321958334912601,Beer Bar
Wiesbadener Straße,Trattoria Vale Un Peccato,52.47809217479529,13.312870105720377,Trattoria/Osteria
Wiesbadener Straße,LEDO,52.47940310104326,13.309858221350758,Grocery Store
Wiesbadener Straße,Corso Toscana,52.47414305346612,13.322758967296055,Italian Restaurant
Wiesbadener Straße,Ristorante Piazza Michelangelo Trattoria,52.467864408676995,13.309183069457363,Trattoria/Osteria
Wiesbadener Straße,Straßenbahn Kneipenkollektiv,52.47721302162901,13.320579528808592,Pub
Wiesbadener Straße,Blumen Olli,52.46794586081388,13.31045150756836,Flower Shop
Wiesbadener Straße,BäckerMann,52.475408332383,13.32434918401021,Bakery
Wiesbadener Straße,Gasthaus Landauer,52.4729169011418,13.317237031669004,German Restaurant
Wiesbadener Straße,BIO COMPANY,52.473566712212275,13.314498037018925,Organic Grocery
Wiesbadener Straße,"Ristorante Mario ""Der echte Italiener""",52.47471900361334,13.321189965848761,Italian Restaurant
Wiesbadener Straße,Eisfee,52.46434825431872,13.314114174667885,Ice Cream Shop
Wiesbadener Straße,REWE,52.4728462,13.3078646,Supermarket
Wiesbadener Straße,Yak & Yeti,52.475387,13.324621,Indian Restaurant
Wiesbadener Straße,Achilles,52.473104486115766,13.321486205378543,Greek Restaurant
Wiesbadener Straße,Spinnrad,52.47173988153918,13.319302797317503,Pub
Wiesbadener Straße,REWE,52.46849371292595,13.311755399197182,Supermarket
Wiesbadener Straße,ALDI NORD,52.47957801341511,13.310664306322076,Supermarket
Wiesbadener Straße,Aral,52.46820627080912,13.311103911638407,Gas Station
Wiesbadener Straße,Heidelbeere,52.47908975103695,13.310323907580896,Pub
Wiesbadener Straße,Deutsche Bank,52.47468869272468,13.32127832090315,Bank
Wiesbadener Straße,Happy Garten,52.472453683704884,13.3078444703826,Asian Restaurant
Wiesbadener Straße,Spielplatz am Rüdesheimer Platz,52.47296527055074,13.316674232482908,Playground
Wiesbadener Straße,Breitenbachplatz,52.46696544052683,13.308541774749756,Plaza
Wiesbadener Straße,Stadtbad Wilmersdorf I,52.48098077283274,13.31439455529988,Hot Spring
Wiesbadener Straße,Santa Café Restaurant,52.46691318549069,13.307913693887134,Mexican Restaurant
Wiesbadener Straße,Beef Fabrik,52.470556,13.320237,Burger Joint
Wiesbadener Straße,Kieser Training,52.48016,13.30548,Gym
Wiesbadener Straße,U Breitenbachplatz,52.46705068058149,13.308800533486076,Metro Station
Wiesbadener Straße,Dachterrasse Cornelsen Haus 1,52.47411200891793,13.30196171991673,Roof Deck
Wiesbadener Straße,Commerzbank,52.46682682962176,13.307799652806857,Bank
Wiesbadener Straße,H Hanauer Straße,52.476869150386435,13.32036322677977,Bus Stop
Wiesbadener Straße,NETTO,52.4791791,13.308348,Supermarket
Wiesbadener Straße,Kalyon,52.47724156656368,13.32028173729741,Turkish Restaurant
Wiesbadener Straße,S+U Heidelberger Platz,52.47973533822178,13.312253952026367,Light Rail Station
Wiesbadener Straße,Eisfee Steglitz,52.466115725280204,13.309035301208496,Dessert Shop
Wiesbadener Straße,Heidelberger Platz,52.48096205136068,13.312152292283908,Plaza
Wiesbadener Straße,Annabelle's Club,52.48021185063,13.31199123656755,Nightclub
Wiesbadener Straße,H S+U Heidelberger Platz,52.48021589005243,13.312407364457949,Bus Stop
Wiesbadener Straße,Il Gattopardo,52.466068045679286,13.30683455321377,Italian Restaurant
Wiesbadener Straße,Schillerplatz,52.47164572940529,13.324034214019775,Plaza
Wiesbadener Straße,Mario Tagesbar,52.46600224103712,13.306373436744762,Italian Restaurant
Wiesbadener Straße,Il Caminetto,52.47876275142407,13.320827228153263,Italian Restaurant
Wiesbadener Straße,Eco-Express Waschsalon,52.47940528762077,13.320445614939675,Laundromat
Wiesbadener Straße,Packstation 253,52.48126257681188,13.315313158590223,Shipping Store
Schmöckwitz,Restaurant Strandlust,52.37630658096029,13.657328133279583,German Restaurant
Schmöckwitz,Aral,52.37875727,13.64435773,Gas Station
Schmöckwitz,Eisdiele Winklers,52.37880039108156,13.645090214235037,Ice Cream Shop
Schmöckwitz,H Alt-Schmöckwitz,52.37532408559151,13.649439811706543,Tram Station
Schmöckwitz,Villa Toscana,52.37603896628201,13.648759979138934,Italian Restaurant
Schmöckwitz,Wassersportzentrum der HU,52.373572121635306,13.648960488338858,Harbor / Marina
Schmöckwitz,REWE,52.37924973,13.64346591,Supermarket
Schmöckwitz,Bootshaus Krampenblick,52.37939,13.64873,Harbor / Marina
Schmöckwitz,Teikyo Hotel,52.36908996532679,13.651195393374367,Hotel
Schmöckwitz,Fräulein Mizzie,52.3731915,13.6414547,Kids Store
Müggelheim,Waldfriedhof Müggelheim,52.406765,13.676315,Memorial Site
Biesdorf,Schloss Biesdorf,52.509887382703425,13.557697534561157,Palace
Biesdorf,Müller,52.506005564165356,13.558594026940812,Drugstore
Biesdorf,Kaufland,52.507097297380184,13.557968723139052,Big Box Store
Biesdorf,Rossini II,52.5050486198376,13.561988924299433,Italian Restaurant
Biesdorf,FitX Fitnessstudio,52.5063235,13.5590165,Gym / Fitness Center
Biesdorf,Dänisches Bettenlager,52.50657010254466,13.559081554412842,Furniture / Home Store
Biesdorf,DHL Packstation Biesdorf-Süd,52.506840654696134,13.559517702391553,Shipping Store
Biesdorf,Biesdorf Center,52.506378,13.558963,Shopping Mall
Biesdorf,POLIMEDICA Apotheke Biesdorf-Süd,52.50551061473603,13.558468954808447,Pharmacy
Biesdorf,U Elsterwerdaer Platz,52.5053032011428,13.56088399887085,Metro Station
Biesdorf,ALDI NORD,52.51050067926317,13.562624164425063,Supermarket
Biesdorf,Schlosspark Biesdorf,52.51110191478889,13.55931758880615,Park
Biesdorf,NETTO,52.502834597645005,13.562230467796324,Supermarket
Biesdorf,VfB Fortuna Biesdorf,52.50573421293444,13.551721572875977,Sports Club
Biesdorf,S Biesdorf,52.51316285245152,13.555467425622808,Light Rail Station
Biesdorf,Steinecke Brotmeisterei,52.513886227037936,13.554675853894896,Bakery
Biesdorf,PENNY,52.5135974,13.5531887,Supermarket
Biesdorf,Biesdorfer See,52.50340931136868,13.548738956451416,Lake
Biesdorf,Biesdorfer Höhe,52.50658577964104,13.57228047708184,Scenic Lookout
Nord 1,Abelos Restaurant,52.625839,13.291596,Greek Restaurant
Nord 1,Kaffeehaus Zeltinger,52.63338754662111,13.289887463416754,Café
Nord 1,Pizzaiolo,52.63254502187074,13.289001631939087,Pizza Place
Nord 1,Piccadilly Frohnau,52.63318268565834,13.289861633056557,Coffee Shop
Nord 1,El Boyero,52.632151567507506,13.31042502290462,Argentinian Restaurant
Nord 1,Adriatic,52.633738964951554,13.293905450887888,Restaurant
Nord 1,El Boyero - Argentinisches Steakhaus,52.63213179293508,13.310486532640555,Steakhouse
Nord 1,Eis Café Dolce Vita,52.631798429031946,13.289246439165971,Ice Cream Shop
Nord 1,Piazza Italiana,52.62857945309055,13.3110750993494,Italian Restaurant
Nord 1,BIO COMPANY,52.63362943114491,13.309048642177924,Organic Grocery
Nord 1,Restaurant Brescia,52.631298246782265,13.28961574733967,Italian Restaurant
Nord 1,Thürmann,52.63167422864072,13.289636771248944,Bakery
Nord 1,EDEKA Boe,52.633084048585914,13.290491113068203,Supermarket
Nord 1,Steinecke,52.633314117678694,13.290495140437772,Bakery
Nord 1,Hemmy's,52.63151141,13.28893118,Smoke Shop
Nord 1,Wein & Vinos,52.6321288911828,13.289057814320174,Wine Shop
Nord 1,King's Snack,52.632350182824865,13.288866176945902,Doner Restaurant
Nord 1,McDonald's,52.635504600843355,13.307616927146759,Fast Food Restaurant
Nord 1,EDEKA Erler,52.63287721,13.28705333,Supermarket
Nord 1,Green House,52.63088367413516,13.31046205048439,New American Restaurant
Nord 1,Athos Griechisches Restaurant,52.62345504760742,13.30242919921875,Greek Restaurant
Nord 1,Sakura Sushi,52.632789,13.309562,Sushi Restaurant
Nord 1,McCafe,52.63537734910008,13.307685850597423,Café
Nord 1,Netto Marken-Discount,52.63486394,13.30845012,Supermarket
Nord 1,Glienicker Spitze,52.63219359452058,13.310467600822447,Shopping Mall
Nord 1,Kaiser's,52.62256437629063,13.303466842776357,Supermarket
Nord 1,EDEKA Hohefeldstraße,52.622531339103155,13.303388579055259,Supermarket
Nord 1,Da Michelino,52.632296794186516,13.310972047689264,Italian Restaurant
West 5,Tegeler Forst,52.59293356149042,13.247623443603516,Forest
West 5,Malche Restaurant am See,52.5899475,13.2679105,German Restaurant
West 5,Dicke Marie,52.593555977072754,13.264950513839722,Tree
West 5,Freizeitpark Tegel,52.592797154583856,13.267919936055822,Park
West 5,Wildgehege Tegeler Forst,52.58516402832335,13.252837657928467,Zoo Exhibit
West 5,Waldhütte am See,52.593682551123344,13.264052324656161,German Restaurant
West 5,SeePavillon am Tegeler See,52.59064003762309,13.261203336385112,Café
West 5,Der archaische Erzengel von Heiligensee,52.589585782348486,13.26714815589969,Outdoor Sculpture
West 5,Pavillon am See,52.588554106028745,13.273017453454182,Café
Frankfurter Allee Nord,Casablanca,52.51689,13.46182,Falafel Restaurant
Frankfurter Allee Nord,Verzuckert Berlin,52.517848628388876,13.462878300139064,Dessert Shop
Frankfurter Allee Nord,Bye Bye Cavaliere,52.51750752743603,13.461312563313543,Pizza Place
Frankfurter Allee Nord,Forckenbeckplatz,52.51951130206744,13.460569381713867,Park
Frankfurter Allee Nord,Vineria del Este,52.51842991112723,13.464266512934937,Tapas Restaurant
Frankfurter Allee Nord,Salami Social Club,52.51501293065886,13.46347680510007,Pizza Place
Frankfurter Allee Nord,Drachenspielplatz,52.51735687637764,13.466867208480833,Playground
Frankfurter Allee Nord,Papaleo Pizzeria,52.517953,13.467741,Pizza Place
Frankfurter Allee Nord,Der Laden,52.518169129699395,13.465642805648091,Food & Drink Shop
Frankfurter Allee Nord,Tapiocaria,52.51627309503224,13.464839458465576,Brazilian Restaurant
Frankfurter Allee Nord,Tom’n’Jerry,52.517849,13.461573,Pizza Place
Frankfurter Allee Nord,Minimal Bar,52.51644,13.463944,Bar
Frankfurter Allee Nord,FrischeParadies,52.52155464457061,13.468519449234009,Gourmet Shop
Frankfurter Allee Nord,Cafe Della Peppina,52.51766917578809,13.465702872435877,Italian Restaurant
Frankfurter Allee Nord,Mom's Creation,52.515564,13.460521,Vegetarian / Vegan Restaurant
Frankfurter Allee Nord,Teehandlung Bohea,52.51449265043573,13.459533590582103,Tea Room
Frankfurter Allee Nord,Sohnemann,52.514236,13.459542,Cocktail Bar
Frankfurter Allee Nord,Mama Maria's,52.51537,13.461211,Pizza Place
Frankfurter Allee Nord,Sindibad,52.51513303005888,13.462939589679683,Falafel Restaurant
Frankfurter Allee Nord,Karl-Marx-Allee,52.516888859397504,13.457794218021077,Road
Frankfurter Allee Nord,KONG,52.514386,13.459275,Chinese Restaurant
Frankfurter Allee Nord,wein&gut,52.51673,13.46803,Wine Shop
Frankfurter Allee Nord,La Tienda del Barrio,52.513639,13.458449,Café
Frankfurter Allee Nord,Engler's Unikat,52.51906005641643,13.466539909002941,German Restaurant
Frankfurter Allee Nord,Chai Ji,52.51649507652091,13.463584184646605,Indian Restaurant
Frankfurter Allee Nord,Eisklecks,52.5207,13.453261,Ice Cream Shop
Frankfurter Allee Nord,Chay Village,52.51350872991399,13.4584744619995,Vegetarian / Vegan Restaurant
Frankfurter Allee Nord,koy,52.516978564287626,13.462001432060234,Vietnamese Restaurant
Frankfurter Allee Nord,Protokoll,52.513074529751556,13.457070711506269,Pub
Frankfurter Allee Nord,dm-drogerie markt,52.515968987598235,13.4686313263893,Drugstore
Frankfurter Allee Nord,Getränkefeinkost,52.51304393792196,13.457071276734203,Beer Store
Frankfurter Allee Nord,Zerostress pizza,52.51431600724806,13.46456064871702,Pizza Place
Frankfurter Allee Nord,Aleppo Supper Club,52.515405,13.470988,Syrian Restaurant
Frankfurter Allee Nord,Naked Steel,52.51301858271715,13.462167743123073,Piercing Parlor
Frankfurter Allee Nord,Die Kaffee Freunde (Die Kaffeefreunde),52.51770415249472,13.468495898671334,Café
Frankfurter Allee Nord,Fitness First Women Club,52.5148514,13.4659816,Gym / Fitness Center
Frankfurter Allee Nord,Radio - The Label Bar,52.5156422803932,13.459150771045568,Bar
Frankfurter Allee Nord,Hermann-Blankenstein-Park,52.52196591288184,13.460826873779297,Park
Frankfurter Allee Nord,Cadenhead's Whisky Market,52.51352661611225,13.462526253029882,Liquor Store
Frankfurter Allee Nord,Futura Neapolitan Pizza,52.517285,13.471429,Pizza Place
Frankfurter Allee Nord,Trautes Hain,52.51713157645406,13.453620254481637,Pub
Frankfurter Allee Nord,Die Garbe,52.51495841870727,13.462492383659528,Bistro
Frankfurter Allee Nord,Süße Sünde,52.51396535656903,13.458981177535694,Ice Cream Shop
Frankfurter Allee Nord,Il Tinello,52.51841861878021,13.466121923248616,Italian Restaurant
Frankfurter Allee Nord,Pizza XXL,52.51489463206857,13.462913425060396,Pizza Place
Frankfurter Allee Nord,Coffein Centrale,52.51337276255017,13.462436464317955,Café
Frankfurter Allee Nord,Hangmee,52.512985,13.457702,Thai Restaurant
Frankfurter Allee Nord,b-ware! ladenkino,52.51194563013532,13.461566205809204,Indie Movie Theater
Frankfurter Allee Nord,Pi Mediterran,52.511439,13.461133,Mediterranean Restaurant
Frankfurter Allee Nord,K. LIEBLINGs / Coffee Profilers,52.51581607078898,13.451219201087952,Coffee Shop
Frankfurter Allee Nord,Small Block,52.519109,13.450669,Café
Frankfurter Allee Nord,Heritage Colonial Cuisine,52.515916,13.458576,Vietnamese Restaurant
Frankfurter Allee Nord,Freibeuter,52.51616139024366,13.463535717728673,Bar
Frankfurter Allee Nord,li.ke,52.51148843532215,13.458749909324519,Thai Restaurant
Frankfurter Allee Nord,KleinMein,52.514847,13.471392,Coffee Shop
Frankfurter Allee Nord,Pomodorino,52.52220765152743,13.449970217055668,Pizza Place
Frankfurter Allee Nord,BIO COMPANY,52.515852961290506,13.468134177929201,Organic Grocery
Frankfurter Allee Nord,La Despensa,52.515922,13.46479,South American Restaurant
Frankfurter Allee Nord,Fischladen,52.51700621578385,13.461707225465307,Dive Bar
Frankfurter Allee Nord,Wochenmarkt Boxhagener Platz,52.51103535677912,13.459767959663045,Farmers Market
Frankfurter Allee Nord,Hotel Kiez Pension Berlin,52.51395235653589,13.467562271039318,Hotel
Frankfurter Allee Nord,Hot Dog Soup,52.51148105093338,13.458573003047329,Hot Dog Joint
Frankfurter Allee Nord,Kasiske,52.51727002623143,13.466361158623348,Pub
Frankfurter Allee Nord,Shakespeare and Sons,52.512636356259506,13.453112840652466,Bookstore
Frankfurter Allee Nord,Feinbäckerei Wenzel,52.515013002389374,13.463911414146422,Bakery
Frankfurter Allee Nord,HHV Store,52.511895456032306,13.456103420405865,Record Shop
Frankfurter Allee Nord,Zum Goldenen Lenker,52.510808166243464,13.462651304396907,Bike Shop
Frankfurter Allee Nord,EisPiraten,52.511008114807154,13.461591560020933,Ice Cream Shop
Frankfurter Allee Nord,yogibar,52.512464699266445,13.459270050117397,Yoga Studio
Frankfurter Allee Nord,Sheriff Teddy Bar,52.51132260020181,13.463336505621017,Bar
Frankfurter Allee Nord,Fatoush,52.511459411791,13.457050323486328,Middle Eastern Restaurant
Frankfurter Allee Nord,Booze Bar,52.51266429010427,13.458672189695298,Cocktail Bar
Frankfurter Allee Nord,Bäckerei Pistoria,52.516765926065695,13.468571439676994,Bakery
Frankfurter Allee Nord,Papà Pane Di Sorrento,52.51306457582226,13.458048458572788,Pizza Place
Frankfurter Allee Nord,Teekränzchen,52.51475390662486,13.462807425363023,Tea Room
Frankfurter Allee Nord,Pfefferhaus,52.513411,13.458191,Gourmet Shop
Frankfurter Allee Nord,Blaue Bohnen Kaffeerösterei,52.51043615659477,13.462552693620097,Coffee Shop
Frankfurter Allee Nord,Al Gazali,52.510514223539914,13.459297238492324,Falafel Restaurant
Frankfurter Allee Nord,Fine Bagels,52.512644,13.453135,Bagel Shop
Frankfurter Allee Nord,BANKERT,52.516003,13.460891,Café
Frankfurter Allee Nord,Ali Baba,52.510716796399265,13.457534689434333,Middle Eastern Restaurant
Frankfurter Allee Nord,CaMelina Café & Bäckerei,52.514555483948676,13.471044256448748,Coffee Shop
Frankfurter Allee Nord,VEG‘D,52.513064,13.456323,Vegetarian / Vegan Restaurant
Frankfurter Allee Nord,Lemongrass,52.512525,13.457317,Thai Restaurant
Frankfurter Allee Nord,Thai Curry,52.51723744838743,13.465932331010032,Thai Restaurant
Frankfurter Allee Nord,Sanabel,52.51100980548266,13.458758472458484,Falafel Restaurant
Frankfurter Allee Nord,1990 Vegan Living,52.5104097662086,13.45849871635437,Vegetarian / Vegan Restaurant
Frankfurter Allee Nord,Passenger Espresso Pop Up,52.51057961489879,13.459368671274381,Food Stand
Frankfurter Allee Nord,Holiday Bistro,52.517031206249314,13.461190230021318,Doner Restaurant
Frankfurter Allee Nord,Louise Chérie Café,52.51090471586084,13.46243230655939,Café
Frankfurter Allee Nord,Hako Ramen,52.51267510739075,13.458088579430422,Ramen Restaurant
Frankfurter Allee Nord,Nuke Club,52.51834049409826,13.471513090970628,Nightclub
Frankfurter Allee Nord,Rembrandt Burger,52.51997371400662,13.447589191840589,Burger Joint
Frankfurter Allee Nord,Saporito,52.52228497346113,13.450016137626529,Italian Restaurant
Frankfurter Allee Nord,Bar BoBu,52.5121231473871,13.470992229823871,Bar
Frankfurter Allee Nord,Butterhandlung,52.512276475772644,13.471021769013547,Modern European Restaurant
Frankfurter Allee Nord,Melt,52.51226770825317,13.453911336470677,Creperie
Frankfurter Allee Nord,Mokofuk,52.511272691139766,13.459645571373786,Café
Frankfurter Allee Nord,Sai Baba,52.516298054944954,13.465648053644726,Indian Restaurant
Frankfurter Allee Nord,UrbanBoarding Longboard und Skateboard Shop,52.51202508194773,13.454193230688475,Board Shop
Buch,Bogensee,52.63475425819117,13.465841974945127,Lake
Buch,NSG LIETZENGRABEN,52.635153,13.465012,Park
Kaulsdorf,Butzer See,52.5003997363455,13.591418266296385,Lake
Kaulsdorf,Rossmann,52.504147397223726,13.590366553465323,Drugstore
Kaulsdorf,REWE,52.50460626907316,13.590326833240283,Supermarket
Kaulsdorf,Lidl,52.50427455383461,13.589249113574624,Supermarket
Kaulsdorf,Hotel B1,52.50319778313932,13.581995304665258,Hotel
